id,title,description,source,suggested_label,human_label,notes
427,Typo correction in settings menu localization file,The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Kimironko Shop System,LOW,LOW,Small spelling error found on the settings page.
428,hello site not working help (#339),the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Rubavu Agri Market,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
429,invoice error,the price on the invoice sheet does not match our profile records.,Kanombe Cargo System,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
430,Severe performance latency causing gateway timeouts (#331),"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Kimironko Shop System,CRITICAL,HIGH,The system is loading too slow and timing out.
431,DASHBOARD LOADING FOREVER!!!,THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Kigali Beauty Platform,HIGH,HIGH,The system is loading too slow and timing out.
432,FILE UPLOAD IS TOTALLY BROKEN!!! (#805),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Kimironko Shop System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
433,spelling typo found,there is a small wording mistake inside one of the description blocks in the user settings menu.,Gisenyi Hotel Booking,LOW,LOW,Small spelling error found on the settings page.
434,Billing mismatch on monthly system invoice (#190),"The automated invoicing system generated an incorrect total for this period, billing $600 instead of our baseline retainer of $400.",Kanombe Cargo System,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
435,PDF export missing key custom data rows (#132),"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Kanombe Cargo System,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
436,APP IS COMPLETELY DOWN NOW NOW!!!,WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Kanombe Cargo System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
437,everything is broken,the system is down and nobody can do anything today.,Kimironko Shop System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
438,JWT token expiration time set to 300 seconds instead of 7200 (#872),"The session timeout variable on the frontend environment config is hardcoded to 5 minutes, ignoring the global database parameter setting.",Gisenyi Hotel Booking,MEDIUM,MEDIUM,The application logs users out way too fast.
439,money go out but order fail (#254),customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Gitarama Pharmacy Web,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
440,WRONG BILL AMOUNT AGAIN!!!,OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Rubavu Agri Market,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
441,getting logged out constantly,the system keeps forcing me back to the sign-in screen during active intervals.,Remera Tax Portal,MEDIUM,MEDIUM,The application logs users out way too fast.
442,Session lifetime parameter expiring prematurely,The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Gitarama Pharmacy Web,MEDIUM,MEDIUM,The application logs users out way too fast.
443,Total payment gateway checkout freeze (#599),The primary mobile money and card processing link has stopped working. Every live transaction is hanging indefinitely and failing.,Kigali Beauty Platform,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
444,DATA IS COMPLETELY GONE!!! (#426),I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Gisenyi Hotel Booking,MEDIUM,CRITICAL,All client records are missing from the screen. Team is stuck.
445,THERE IS A TYPO ON THE SETTINGS PAGE!!!,IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Kanombe Cargo System,LOW,LOW,Small spelling error found on the settings page.
446,login not open code error (#615),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Musanze Delivery App,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
447,Automated transactional email notifications are stuck (#928),The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Kanombe Cargo System,HIGH,HIGH,New signup emails are not sending out today.
448,Production server completely unreachable (#498),We are experiencing an unrecoverable system outage. All active API nodes are throwing a blank 500 error page. Operations are fully stopped.,Musanze Delivery App,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
449,Critical system crash on payment module (#949),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Kimironko Shop System,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
450,Session lifetime parameter expiring prematurely (#815),The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Kanombe Cargo System,MEDIUM,MEDIUM,The application logs users out way too fast.
451,FILE UPLOAD IS TOTALLY BROKEN!!!,WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Nyamirambo Retail App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
452,system failure,the app is completely dead for all our office workers.,Nyamirambo Retail App,MEDIUM,CRITICAL,The entire app is down. Customers cannot buy anything.
453,Inquiry regarding documentation assets for multi-tenant administration,We are setting up internal knowledge base articles and require the video walkthrough link for adding and configuring new corporate roles.,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
454,Invoice microservice rounding error on calculation (#448),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Kigali Beauty Platform,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
455,text not inside printed report (#533),we add words on screen but when downlod pdf file that text is gone paper look empty. check when free,Rubavu Agri Market,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
456,APP IS COMPLETELY DOWN NOW NOW!!! (#482),WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Kanombe Cargo System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
457,how to put new worker inside,hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Gitarama Pharmacy Web,LOW,LOW,Customer needs a simple guide on how to add a worker.
458,reports page loading error,the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,MEDIUM,HIGH,The system is loading too slow and timing out.
459,DATA IS COMPLETELY GONE!!!,I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Gitarama Pharmacy Web,LOW,CRITICAL,All client records are missing from the screen. Team is stuck.
460,reports page loading error,the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
461,File upload failing with unhandled 413 exception,"When clients upload files larger than 1MB on Chrome v114, the system crashes without error messages. This is blocking the compliance team onboarding loop.",Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
462,how to put new worker inside,hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
463,login not open code error (#359),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Gitarama Pharmacy Web,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
464,Critical system crash on payment module (#782),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Kanombe Cargo System,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
465,FILE UPLOAD IS TOTALLY BROKEN!!!,WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
466,color change request,we want to alter some accent layouts on the main display page when you have extra sprint bandwidth.,Gisenyi Hotel Booking,LOW,LOW,Client wants to change a button color from green to blue.
467,attachments broken,the upload section is not accepting any files from our side.,Kigali Beauty Platform,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
468,login not open code error,everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Kimironko Shop System,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
469,need documentation guide,looking for an instruction link on how to manage user profiles on the platform.,Nyamirambo Retail App,LOW,LOW,Customer needs a simple guide on how to add a worker.
470,Complete session database corruption after deploy,"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Rubavu Agri Market,HIGH,CRITICAL,Nobody can log in to work. Big emergency.
471,EMAILS ARE NOT GOING TO CLIENTS!!! (#588),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Gisenyi Hotel Booking,LOW,HIGH,New signup emails are not sending out today.
472,Complete session database corruption after deploy,"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Rubavu Agri Market,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
473,login not open code error,everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Rubavu Agri Market,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
474,how to put new worker inside,hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Nyamirambo Retail App,LOW,LOW,Customer needs a simple guide on how to add a worker.
475,attachments broken,the upload section is not accepting any files from our side.,Kimironko Shop System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
476,EMAILS ARE NOT GOING TO CLIENTS!!!,NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Kanombe Cargo System,CRITICAL,HIGH,New signup emails are not sending out today.
477,EMAILS ARE NOT GOING TO CLIENTS!!! (#446),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Kigali Beauty Platform,HIGH,HIGH,New signup emails are not sending out today.
478,Database query causing 504 gateway timeout on reports (#571),"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
479,Request to modify CSS color property on confirmation button (#842),Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
480,invoice error (#526),the price on the invoice sheet does not match our profile records.,Butare School Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
481,hello site not working help,the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Kimironko Shop System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
482,Session lifetime parameter expiring prematurely (#808),The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Nyamirambo Retail App,MEDIUM,MEDIUM,The application logs users out way too fast.
483,CHANGE THIS UGLY BUTTON COLOR TO BLUE!!!,THE GREEN COLOR DOES NOT MATCH OUR BRAND Guidelines AT ALL CHANGE IT TO BLUE WHEN YOU HAVE A MINUTE!!,Kigali Beauty Platform,LOW,LOW,Client wants to change a button color from green to blue.
484,DATA IS COMPLETELY GONE!!! (#237),I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Nyamirambo Retail App,CRITICAL,CRITICAL,All client records are missing from the screen. Team is stuck.
485,system slow loading loop (#356),open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
486,reports page loading error,the page keeps spinning and won't display any numbers for our team.,Kigali Beauty Platform,MEDIUM,HIGH,The system is loading too slow and timing out.
487,app logout too quick (#101),system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Butare School Portal,CRITICAL,MEDIUM,The application logs users out way too fast.
488,everything is broken,the system is down and nobody can do anything today.,Gisenyi Hotel Booking,HIGH,CRITICAL,The entire app is down. Customers cannot buy anything.
489,Severe performance latency causing gateway timeouts,"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
490,ALL LOGIN IS BROKEN HELP!!!,NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Gitarama Pharmacy Web,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
491,change button look blue color,can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Kanombe Cargo System,HIGH,LOW,Client wants to change a button color from green to blue.
492,THE APP LOGS ME OUT EVERY 5 MINUTES!!! (#239),THIS IS SO ANNOYING I HAVE TO RE-ENTER MY PASSWORD EVERY TIME I STOP TYPING FOR A SECOND MAKE THE TIME LONGER!!,Nyamirambo Retail App,MEDIUM,MEDIUM,The application logs users out way too fast.
493,system failure (#518),the app is completely dead for all our office workers.,Rubavu Agri Market,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
494,need documentation guide,looking for an instruction link on how to manage user profiles on the platform.,Musanze Delivery App,LOW,LOW,Customer needs a simple guide on how to add a worker.
495,EMAILS ARE NOT GOING TO CLIENTS!!! (#714),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Musanze Delivery App,HIGH,HIGH,New signup emails are not sending out today.
496,system failure (#321),the app is completely dead for all our office workers.,Musanze Delivery App,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
497,color change request (#370),we want to alter some accent layouts on the main display page when you have extra sprint bandwidth.,Kigali Beauty Platform,CRITICAL,LOW,Client wants to change a button color from green to blue.
498,Inquiry regarding user onboarding manual availability,Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
499,app died,it just stopped working and shows a blank white screen since morning.,Kigali Beauty Platform,CRITICAL,CRITICAL,The screen is frozen for everyone. Urgent fix needed.
500,system failure,the app is completely dead for all our office workers.,Gitarama Pharmacy Web,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
